pricelog,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,Distance_km,accommodation_type_1,accommodation_type_2,entire_home_apt,private_room,accommodates,bathrooms,bedrooms,Real_bed,Wireless_Internet,Breakfast,Free_Parking,instant_bookable,cancellation_policy,Smoking_Allowed,require_guest_profile_picture,require_guest_phone_verification,Reviews_per_years,review_scores_rating
4.382026634673881,0.0,1.0,1.0,0.0,4.88,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,3.198247536,97.0
3.7612001156935624,0.0,1.0,1.0,1.0,5.09,1,0,1,0,2,1.0,0.0,1,1,0,0,1,1,0,0,0,17.55696203,88.0
4.0943445622221,0.0,2.0,1.0,0.0,4.94,0,1,0,1,2,1.0,1.0,1,1,1,0,0,0,0,0,0,22.19594595,96.0
4.499809670330265,0.0,10.0,1.0,1.0,4.02,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,0,0,0,16.90526316,98.0
4.442651256490317,0.0,1.0,1.0,1.0,5.04,1,0,1,0,2,1.0,1.0,1,1,0,0,1,1,0,0,0,18.22632944,95.0
3.7376696182833684,0.0,1.0,1.0,0.0,3.92,1,0,0,1,1,1.0,1.0,1,1,1,0,0,0,0,0,0,21.22093023,96.0
3.912023005428146,0.0,1.0,1.0,1.0,4.6,1,0,1,0,2,1.0,0.0,1,1,1,0,0,0,1,0,0,4.096938776,95.0
3.5553480614894135,0.0,1.0,1.0,1.0,4.95,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,0,0,0,3.338414634,100.0
4.700480365792417,0.0,1.0,1.0,0.0,5.03,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,5.051903114,97.0
4.0943445622221,0.0,1.0,1.0,0.0,4.17,1,0,0,1,2,1.0,1.0,1,1,0,0,0,0,1,0,0,9.922330097,89.0
4.499809670330265,0.0,1.0,1.0,0.0,4.73,1,0,1,0,4,1.0,1.0,1,1,1,0,0,1,0,0,0,11.51419558,89.0
4.442651256490317,0.0,1.0,1.0,1.0,5.25,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,0,0,0,14.17475728,88.0
5.0106352940962555,0.0,1.0,1.0,1.0,4.8,1,0,1,0,6,1.0,2.0,1,1,0,0,0,1,0,0,0,6.363636364,89.0
4.31748811353631,0.0,1.0,1.0,1.0,5.45,1,0,1,0,3,1.0,1.0,1,1,0,0,0,0,0,0,0,9.762917933,96.0
4.248495242049359,0.0,1.0,1.0,1.0,5.8,1,0,1,0,2,1.0,0.0,1,1,0,0,1,1,0,0,0,4.440389294,92.0
4.382026634673881,0.0,1.0,1.0,0.0,4.7,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,1,0,0,2.847854356,96.0
4.0943445622221,0.0,1.0,1.0,0.0,5.41,1,0,1,0,3,1.0,1.0,1,0,0,0,0,1,0,0,0,14.53878407,91.0
4.31748811353631,0.0,1.0,1.0,1.0,5.35,1,0,1,0,2,1.0,2.0,1,1,0,0,0,0,0,0,0,11.12804878,91.0
3.8918202981106265,0.0,1.0,1.0,1.0,4.23,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,1,0,0,0.79004329,100.0
3.4339872044851463,0.0,2.0,1.0,0.0,5.52,1,0,1,0,4,1.0,0.0,1,1,0,0,0,1,0,0,0,8.066298343,78.0
3.6635616461296463,0.0,1.0,1.0,0.0,4.56,1,0,0,1,2,1.0,1.0,1,1,1,0,0,1,0,0,0,3.555194805,100.0
4.5217885770490405,0.0,1.0,0.0,0.0,4.73,1,0,0,1,2,1.0,1.0,1,1,1,0,0,1,1,0,0,33.95348837,96.0
4.174387269895637,0.0,1.0,1.0,0.0,5.18,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,1,0,0,1.076696165,100.0
4.382026634673881,0.0,5.0,1.0,1.0,3.89,1,0,1,0,2,1.0,0.0,1,1,0,0,1,1,0,0,0,6.939163498,96.0
4.700480365792417,0.0,1.0,1.0,0.0,5.1,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,1,0,0,1.128284389,90.0
3.871201010907891,0.0,1.0,1.0,1.0,4.41,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,1,0,0,2.262396694,100.0
3.828641396489095,0.0,1.0,1.0,1.0,4.28,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,1,0,0,13.4498094,90.0
4.74493212836325,0.0,1.0,1.0,0.0,5.02,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,0,0,0,10.6535533,99.0
4.060443010546419,0.0,1.0,1.0,0.0,4.63,1,0,1,0,2,1.0,0.0,0,1,0,0,0,0,0,0,0,9.787066246,90.0
4.499809670330265,0.0,1.0,1.0,0.0,4.19,1,0,1,0,3,1.0,0.0,1,1,0,0,0,1,0,0,0,13.03571429,79.0
4.382026634673881,0.0,1.0,1.0,0.0,3.95,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,0,0,0,1.051873199,90.0
4.31748811353631,0.0,3.0,1.0,1.0,5.17,1,0,1,0,3,1.0,0.0,1,1,0,0,0,1,0,0,0,13.18847656,88.0
4.174387269895637,0.0,1.0,1.0,0.0,4.25,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,23.93442623,95.0
4.553876891600541,1.0,1.0,1.0,1.0,5.05,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,0,0,0,17.73279352,98.0
4.07753744390572,0.0,1.0,1.0,1.0,5.21,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,1,0,3.230088496,98.0
4.382026634673881,1.0,1.0,1.0,0.0,4.88,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,1,0,0,69.32374101,97.0
4.700480365792417,0.0,1.0,1.0,0.0,4.21,1,0,1,0,2,1.0,1.0,1,1,0,0,1,1,1,0,1,0.445937691,100.0
4.382026634673881,1.0,1.0,1.0,0.0,5.39,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,1,0,0,6.965648855,99.0
3.4965075614664802,0.0,2.0,1.0,1.0,4.7,1,0,0,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,0.674676525,90.0
3.8066624897703196,0.0,3.0,1.0,1.0,4.57,1,0,0,1,2,1.0,1.0,1,1,0,0,0,0,0,0,0,2.139194139,88.0
3.4011973816621555,0.0,1.0,1.0,0.0,5.45,1,0,0,0,2,1.0,1.0,0,1,0,0,0,1,1,0,0,3.54368932,100.0
4.553876891600541,0.0,1.0,1.0,0.0,4.33,1,0,1,0,3,1.0,2.0,1,1,0,0,0,1,0,0,0,12.07720588,96.0
4.787491742782046,0.0,2.0,1.0,1.0,5.6,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,0,0,0,3.044838373,100.0
4.499809670330265,0.0,1.0,1.0,1.0,5.61,1,0,1,0,3,1.0,1.0,1,1,0,0,0,0,0,0,0,0.195396146,100.0
3.912023005428146,0.0,1.0,1.0,0.0,4.84,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,0,0,0,6.198113208,95.0
4.499809670330265,0.0,48.0,1.0,1.0,4.1,1,0,1,0,2,1.0,1.0,1,1,0,0,1,1,0,0,0,5.678925035,87.0
4.499809670330265,0.0,1.0,1.0,1.0,4.48,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,2.786259542,100.0
4.248495242049359,0.0,1.0,1.0,1.0,5.36,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,1.037521319,88.0
4.700480365792417,0.0,1.0,1.0,0.0,4.13,1,0,1,0,3,1.5,1.0,1,1,0,0,0,1,1,0,0,9.416924665,94.0
4.0943445622221,0.0,1.0,1.0,0.0,5.23,1,0,1,0,3,1.0,1.0,1,1,0,0,0,0,1,0,0,3.357023411,93.0
3.6888794541139363,0.0,1.0,1.0,1.0,5.32,1,0,0,1,2,1.0,1.0,1,1,0,0,1,1,0,0,0,6.124161074,88.0
3.6635616461296463,0.0,1.0,1.0,1.0,5.67,1,0,0,1,2,1.0,1.0,1,1,1,0,0,1,1,0,0,7.3,94.0
3.4011973816621555,0.0,1.0,1.0,0.0,4.59,0,0,1,0,4,1.0,1.0,1,1,0,0,0,0,0,0,0,0.629853322,60.0
4.394449154672439,0.0,1.0,1.0,0.0,5.11,1,0,1,0,2,1.0,1.0,1,1,0,0,1,1,0,0,0,16.31622517,84.0
5.480638923341991,0.0,3.0,1.0,1.0,4.8,1,0,1,0,5,2.0,2.0,1,1,0,0,1,1,0,0,0,21.37387387,93.0
3.784189633918261,0.0,2.0,1.0,1.0,5.62,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,0,0,0,2.584579072,100.0
3.912023005428146,0.0,2.0,1.0,1.0,4.59,1,0,0,1,1,1.0,1.0,1,1,1,0,0,1,1,0,0,31.10434783,94.0
4.0943445622221,0.0,1.0,1.0,0.0,4.73,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,0,0,0,2.085714286,80.0
4.382026634673881,0.0,1.0,1.0,1.0,3.95,1,0,0,1,2,1.0,1.0,1,1,0,0,0,0,1,0,0,0.772214386,67.0
3.912023005428146,0.0,1.0,1.0,0.0,5.83,1,0,0,1,2,1.0,1.0,1,1,1,0,0,0,0,0,0,0.312767781,100.0
3.713572066704308,0.0,1.0,1.0,1.0,4.45,1,0,0,0,1,1.0,1.0,0,1,0,0,0,1,1,0,0,17.99295775,89.0
4.007333185232471,0.0,1.0,1.0,0.0,5.01,1,0,1,0,2,1.0,1.0,0,1,0,0,0,1,0,0,0,2.091690544,90.0
3.8066624897703196,0.0,1.0,1.0,1.0,5.49,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,2.831896552,89.0
3.6888794541139363,0.0,2.0,1.0,1.0,4.81,1,0,0,1,2,1.0,1.0,0,1,1,0,0,0,1,0,0,9.125,100.0
3.8501476017100584,0.0,1.0,1.0,1.0,4.01,1,0,1,0,2,1.0,1.0,0,1,0,0,0,0,0,0,0,4.124293785,100.0
5.0106352940962555,0.0,1.0,1.0,0.0,4.99,1,0,1,0,6,1.0,2.0,1,1,0,0,0,1,0,0,0,4.969742814,91.0
4.276666119016055,0.0,1.0,1.0,0.0,5.75,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,1,0,0,2.8515625,95.0
4.0943445622221,0.0,1.0,1.0,0.0,5.31,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,1.951871658,100.0
5.438079308923196,0.0,1.0,1.0,1.0,5.1,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,0,0,0,7.032755299,96.0
3.7376696182833684,0.0,1.0,1.0,0.0,5.7,1,0,1,0,2,1.0,0.0,0,1,0,0,0,0,0,0,0,0.806629834,90.0
3.912023005428146,0.0,1.0,1.0,0.0,5.9,1,0,1,0,2,1.0,1.0,1,1,0,1,0,1,1,0,0,1.324863884,90.0
4.31748811353631,0.0,1.0,1.0,1.0,5.1,1,0,1,0,3,1.0,1.0,1,1,1,0,0,1,0,0,0,2.984813084,94.0
4.605170185988092,0.0,1.0,1.0,1.0,5.27,1,0,1,0,6,1.0,2.0,1,1,0,0,0,1,1,0,0,0.786637931,80.0
4.204692619390966,0.0,1.0,1.0,0.0,5.32,1,0,1,0,2,1.0,0.0,0,0,0,0,0,0,0,0,0,19.90909091,93.0
4.07753744390572,0.0,99.0,1.0,0.0,4.48,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,0,0,0,0.627687016,80.0
3.2188758248682006,0.0,1.0,1.0,1.0,4.73,1,0,0,1,2,1.0,1.0,1,1,0,0,0,0,0,1,0,18.64325619,94.0
3.8918202981106265,0.0,5.0,1.0,0.0,4.13,1,0,1,0,4,1.0,1.0,1,1,0,0,1,1,0,0,0,60.59477124,84.0
3.6888794541139363,1.0,1.0,1.0,0.0,5.34,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,1,0,0,16.44144144,98.0
3.912023005428146,1.0,1.0,1.0,1.0,5.19,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,18.25,97.0
4.0943445622221,0.0,1.0,1.0,1.0,4.87,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,0.680970149,80.0
4.465908118654584,0.0,1.0,1.0,1.0,4.38,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,0.933503836,100.0
4.605170185988092,0.0,1.0,1.0,1.0,5.17,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,2.558411215,96.0
4.248495242049359,0.0,1.0,1.0,0.0,4.95,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,2.288401254,90.0
3.2188758248682006,0.0,2.0,1.0,1.0,3.95,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,0,0,0,2.054409006,80.0
4.700480365792417,0.0,1.0,1.0,1.0,4.56,1,0,1,0,6,1.0,2.0,1,1,0,0,0,1,1,0,0,0.860849057,60.0
4.382026634673881,0.0,2.0,1.0,1.0,4.13,1,0,1,0,6,1.0,1.0,1,1,0,0,0,1,1,0,0,36.98237885,91.0
3.6888794541139363,0.0,1.0,1.0,1.0,5.4,1,0,0,1,4,1.0,1.0,1,1,0,0,0,1,1,0,0,6.899810964,94.0
4.867534450455582,0.0,1.0,1.0,1.0,5.09,1,0,1,0,5,1.0,2.0,1,1,0,0,0,1,0,0,0,4.235976789,100.0
4.219507705176107,0.0,1.0,1.0,1.0,4.87,1,0,1,0,2,1.0,0.0,0,1,0,0,0,0,0,0,0,1.456117021,100.0
4.700480365792417,0.0,1.0,1.0,0.0,4.34,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,0,0,0,2.520718232,94.0
4.0943445622221,0.0,1.0,1.0,1.0,5.51,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,3.16017316,87.0
4.007333185232471,0.0,1.0,1.0,1.0,5.24,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,0,0,0,3.432601881,100.0
4.499809670330265,0.0,1.0,1.0,0.0,5.05,1,0,1,0,3,1.0,1.0,1,1,0,0,0,0,0,0,0,6.083333333,87.0
4.060443010546419,0.0,1.0,1.0,0.0,5.73,1,0,1,0,4,1.0,1.0,1,1,0,0,0,0,1,0,0,65.66945607,64.0
3.970291913552122,0.0,1.0,1.0,0.0,4.69,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,0,0,0,11.91213389,97.0
4.248495242049359,1.0,1.0,1.0,1.0,5.61,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,0,0,0,6.679224973,96.0
4.499809670330265,0.0,1.0,1.0,1.0,5.46,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,0.394594595,100.0
4.499809670330265,0.0,1.0,1.0,0.0,5.41,1,0,1,0,4,1.0,2.0,1,1,0,0,0,0,1,0,0,3.828671329,93.0
4.9344739331306915,0.0,1.0,1.0,0.0,4.49,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,0,0,0,13.20549928,94.0
4.31748811353631,0.0,1.0,1.0,0.0,4.9,1,0,1,0,3,1.0,1.0,1,1,0,0,0,0,0,0,0,34.06666667,80.0
4.499809670330265,0.0,1.0,1.0,1.0,4.87,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,11.01117318,95.0
4.48863636973214,0.0,1.0,1.0,1.0,5.21,1,0,1,0,5,1.0,1.0,1,1,0,1,1,0,1,0,0,12.97952586,75.0
4.3694478524670215,0.0,1.0,1.0,1.0,4.56,1,0,1,0,2,1.0,1.0,1,1,0,0,1,1,0,0,0,17.66129032,93.0
4.174387269895637,0.0,1.0,1.0,1.0,4.21,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,15.07745267,91.0
4.248495242049359,0.0,1.0,1.0,1.0,4.32,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,1.893153527,88.0
4.0943445622221,0.0,1.0,1.0,1.0,4.36,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,0,0,0,2.575368826,89.0
4.442651256490317,0.0,1.0,1.0,1.0,4.83,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,2.578203835,97.0
4.174387269895637,0.0,1.0,1.0,1.0,5.76,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,2.377850163,100.0
4.23410650459726,0.0,1.0,1.0,1.0,3.97,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,1,0,0,0.858823529,100.0
4.382026634673881,0.0,3.0,1.0,1.0,4.2,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,3.417602996,96.0
3.912023005428146,0.0,1.0,1.0,1.0,5.85,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,1,0,0,14.36065574,95.0
4.31748811353631,0.0,1.0,1.0,1.0,4.22,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,0.367388022,90.0
4.23410650459726,0.0,1.0,1.0,1.0,5.46,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,1.407455013,93.0
5.247024072160486,0.0,1.0,1.0,0.0,4.33,1,0,1,0,6,2.0,3.0,1,1,0,0,0,1,0,0,0,22.40710824,84.0
4.31748811353631,0.0,1.0,1.0,0.0,5.78,1,0,1,0,4,1.0,0.0,1,1,1,0,0,1,1,0,1,27.53941441,82.0
3.6375861597263857,0.0,3.0,1.0,0.0,4.88,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,0,0,0,35.78431373,88.0
3.8918202981106265,0.0,1.0,1.0,1.0,5.71,1,0,1,0,2,1.0,1.0,1,1,0,0,1,1,0,0,0,11.8962963,90.0
4.0943445622221,0.0,1.0,1.0,1.0,4.6,1,0,0,1,2,1.0,1.0,1,1,0,0,0,1,1,0,0,0.441087613,100.0
4.74493212836325,0.0,1.0,1.0,0.0,4.76,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,1,0,0,4.147727273,100.0
4.248495242049359,0.0,1.0,1.0,0.0,5.24,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,0,0,0,19.21052632,100.0
4.382026634673881,0.0,1.0,1.0,1.0,4.05,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,0.666058394,90.0
3.912023005428146,0.0,1.0,1.0,1.0,4.24,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,8.286486486,88.0
3.8918202981106265,0.0,1.0,1.0,1.0,5.12,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,1,1,26.69143876,93.0
3.9512437185814275,0.0,1.0,1.0,0.0,3.96,1,0,0,1,1,1.0,1.0,0,1,0,0,0,1,0,0,0,51.1,93.0
4.31748811353631,0.0,1.0,1.0,1.0,5.6,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,0,0,0,6.435768262,93.0
3.8918202981106265,0.0,2.0,1.0,1.0,4.64,1,0,1,0,2,1.0,0.0,1,1,0,0,1,1,0,0,0,25.2373581,77.0
4.0943445622221,0.0,1.0,1.0,0.0,4.13,1,0,1,0,2,1.0,1.0,1,1,1,0,0,0,1,0,0,1.123076923,93.0
4.0943445622221,0.0,3.0,1.0,0.0,3.9,1,0,1,0,2,1.0,1.0,0,1,0,0,0,1,1,0,0,25.39813486,74.0
3.6888794541139363,0.0,2.0,1.0,1.0,4.83,1,0,0,1,2,1.0,1.0,1,1,0,0,0,0,1,0,0,7.382022472,80.0
4.382026634673881,0.0,1.0,1.0,1.0,5.28,1,0,1,0,2,1.0,1.0,1,1,0,1,0,1,0,0,0,1.977248104,96.0
3.4011973816621555,0.0,1.0,1.0,0.0,5.44,1,0,1,0,2,1.0,0.0,0,1,0,0,1,1,1,0,0,1.916010499,80.0
3.8066624897703196,0.0,1.0,1.0,0.0,4.31,1,0,1,0,2,1.0,0.0,0,1,0,0,0,0,0,0,0,6.41959799,85.0
3.6888794541139363,0.0,1.0,1.0,0.0,5.55,1,0,0,1,2,1.0,1.0,0,1,1,0,0,0,1,0,0,18.27030033,94.0
3.912023005428146,0.0,1.0,1.0,1.0,5.07,1,0,0,0,2,2.0,1.0,0,1,0,0,1,1,1,0,0,24.77375566,98.0
4.442651256490317,0.0,3.0,1.0,1.0,5.27,1,0,1,0,4,1.0,1.0,1,1,0,1,0,0,0,0,0,0.674053555,70.0
4.605170185988092,0.0,1.0,1.0,1.0,4.55,1,0,1,0,4,1.5,2.0,1,1,0,0,0,0,1,0,0,8.869158879,92.0
5.10594547390058,0.0,1.0,1.0,0.0,4.32,1,0,1,0,6,1.0,2.0,1,1,0,0,0,1,1,0,0,5.53030303,87.0
4.0943445622221,0.0,1.0,1.0,0.0,4.15,1,0,0,1,2,1.0,1.0,1,1,1,0,1,0,1,0,0,3.318181818,100.0
5.220355825078324,0.0,1.0,1.0,0.0,4.53,1,0,1,0,6,2.0,3.0,1,1,0,0,0,1,0,0,0,12.44700461,89.0
5.66988092298052,0.0,48.0,1.0,1.0,4.15,1,0,1,0,8,1.0,4.0,1,1,0,0,0,1,0,0,0,2.770398482,83.0
3.912023005428146,0.0,1.0,1.0,0.0,5.47,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,0.799561884,90.0
4.07753744390572,1.0,2.0,1.0,1.0,4.26,1,0,0,1,2,1.0,1.0,1,1,0,0,0,0,1,0,0,12.01646091,98.0
4.59511985013459,0.0,1.0,1.0,1.0,4.61,1,0,1,0,4,1.0,2.0,1,1,0,0,0,1,1,0,0,3.093220339,80.0
4.59511985013459,0.0,1.0,1.0,0.0,5.28,1,0,1,0,4,1.0,1.0,1,1,0,1,0,1,0,0,0,18.82695507,94.0
3.6888794541139363,0.0,1.0,1.0,1.0,3.93,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,11.17346939,97.0
4.3694478524670215,0.0,2.0,1.0,1.0,4.77,1,0,1,0,3,1.0,1.0,0,1,0,0,0,0,1,0,0,18.0418251,87.0
4.382026634673881,0.0,2.0,1.0,0.0,4.71,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,17.41325898,94.0
4.174387269895637,0.0,1.0,1.0,0.0,5.36,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,1,0,0,2.168316832,70.0
4.0943445622221,0.0,1.0,1.0,1.0,5.38,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,2.836787565,98.0
4.174387269895637,0.0,1.0,1.0,1.0,4.19,1,0,1,0,2,1.0,0.0,0,1,0,0,0,0,0,0,0,18.25,85.0
4.543294782270004,0.0,1.0,1.0,1.0,5.16,1,0,1,0,2,1.0,1.0,1,1,1,0,1,1,0,0,0,36.5,94.0
4.700480365792417,0.0,1.0,1.0,0.0,5.06,1,0,1,0,4,1.0,1.0,1,1,1,0,0,1,1,0,0,12.78315946,96.0
4.31748811353631,0.0,1.0,1.0,0.0,4.04,1,0,1,0,2,1.0,1.0,1,0,0,0,0,0,0,0,0,3.298192771,93.0
3.912023005428146,0.0,1.0,1.0,0.0,5.51,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,1,0,0,10.92363261,96.0
4.59511985013459,0.0,1.0,1.0,1.0,4.33,0,0,1,0,2,1.0,1.0,1,1,0,0,0,1,1,0,0,1.438423645,100.0
4.276666119016055,0.0,1.0,1.0,1.0,5.46,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,2.1882494,100.0
5.0106352940962555,0.0,2.0,1.0,0.0,4.13,1,0,1,0,7,1.0,3.0,1,1,0,1,0,1,0,0,0,1.855932203,100.0
4.174387269895637,0.0,1.0,1.0,0.0,4.63,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,0,0,0,2.326187717,93.0
4.04305126783455,0.0,1.0,1.0,0.0,5.18,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,20.62653563,90.0
4.127134385045092,0.0,1.0,1.0,1.0,4.97,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,13.12091503,93.0
4.382026634673881,0.0,1.0,1.0,0.0,4.65,1,0,0,1,4,1.0,1.0,1,1,0,0,0,0,0,0,0,1.421339564,76.0
3.7612001156935624,1.0,1.0,1.0,1.0,4.43,1,0,1,0,2,1.0,0.0,0,1,0,0,1,1,0,0,0,28.72685185,94.0
3.6375861597263857,0.0,2.0,1.0,1.0,4.81,1,0,0,1,2,1.0,1.0,1,1,1,0,0,0,1,0,0,0.552193646,80.0
3.4965075614664802,0.0,3.0,1.0,0.0,3.9,1,0,0,0,2,1.0,1.0,0,1,1,0,0,1,1,0,0,22.83798883,79.0
4.48863636973214,0.0,1.0,1.0,1.0,5.05,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,0,0,0,26.72517553,90.0
4.174387269895637,0.0,1.0,1.0,0.0,4.76,1,0,1,0,4,1.0,1.0,1,1,0,0,0,1,1,0,0,46.00840336,92.0
4.007333185232471,0.0,2.0,1.0,0.0,5.13,1,0,1,0,2,1.0,0.0,1,1,0,0,0,1,0,0,0,3.368288591,95.0
3.8066624897703196,0.0,1.0,1.0,1.0,3.97,1,0,0,1,2,1.0,1.0,1,1,0,0,0,0,0,0,0,17.03333333,83.0
4.3694478524670215,0.0,1.0,1.0,1.0,4.19,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,0,0,0,4.908312958,94.0
4.356708826689592,0.0,1.0,1.0,1.0,5.08,1,0,1,0,2,1.0,1.0,1,1,0,0,0,0,0,0,0,2.269430052,100.0
4.584967478670572,0.0,4.0,1.0,1.0,4.67,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,1,1,8.598884067,92.0
3.912023005428146,0.0,1.0,1.0,1.0,4.07,1,0,1,0,2,1.0,0.0,0,1,0,0,0,1,0,0,0,4.624756335,92.0
4.77912349311153,0.0,1.0,1.0,1.0,5.55,1,0,1,0,4,1.0,1.0,1,1,0,1,0,1,0,0,0,2.257731959,93.0
4.543294782270004,0.0,1.0,1.0,1.0,4.29,1,0,1,0,3,1.0,1.0,1,1,0,0,0,0,0,0,0,3.78238342,93.0
4.174387269895637,0.0,1.0,1.0,1.0,5.53,1,0,1,0,4,1.0,0.0,1,1,0,0,0,0,1,0,0,2.134502924,100.0
4.04305126783455,1.0,1.0,1.0,1.0,5.84,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,5.519848771,98.0
4.04305126783455,0.0,1.0,1.0,1.0,5.05,1,0,1,0,2,1.0,0.0,1,1,1,0,0,0,0,0,0,1.881443299,95.0
5.703782474656201,0.0,47.0,1.0,1.0,5.66,1,0,1,0,8,1.0,2.0,1,1,0,0,1,1,0,0,0,1.631284916,90.0
4.499809670330265,0.0,1.0,1.0,1.0,5.39,1,0,1,0,3,1.0,1.0,1,1,0,0,0,1,1,0,0,1.361940299,100.0
4.499809670330265,0.0,1.0,1.0,1.0,5.06,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,0,0,0,3.910714286,93.0
4.48863636973214,0.0,2.0,1.0,0.0,4.95,1,0,1,0,6,1.0,1.0,1,1,0,0,0,1,0,0,0,2.482993197,91.0
3.912023005428146,0.0,1.0,1.0,1.0,4.79,1,0,1,0,3,1.0,1.0,1,1,0,0,0,0,0,0,0,14.69798658,98.0
4.04305126783455,0.0,3.0,1.0,1.0,5.65,1,0,0,0,2,1.0,1.0,1,1,0,0,0,1,1,0,0,0.585874799,100.0
4.382026634673881,1.0,1.0,1.0,0.0,4.06,1,0,1,0,3,1.0,1.0,1,1,0,0,1,1,0,0,1,8.000755858,96.0
4.23410650459726,0.0,1.0,1.0,0.0,4.21,1,0,1,0,2,1.0,1.0,1,1,0,0,0,1,1,0,0,10.22495756,95.0
4.007333185232471,0.0,1.0,1.0,0.0,4.86,1,0,1,0,2,1.0,1.0,0,1,0,0,0,1,0,0,0,1.228956229,100.0
